200, 16.101726,0.255607,0.004001
210, 16.112832,0.244501,0.003799
220, 16.125100,0.232233,0.004371
230, 16.135196,0.222137,0.004545
240, 16.143881,0.213452,0.005014
250, 16.154225,0.203109,0.005507
260, 16.161779,0.195554,0.005837
270, 16.167896,0.189437,0.006402
280, 16.176126,0.181207,0.006874
290, 16.182457,0.174877,0.007373
300, 16.187488,0.169846,0.007888
310, 16.194008,0.163325,0.008412
320, 16.199042,0.158291,0.008962
330, 16.203335,0.153998,0.009518
340, 16.208983,0.148351,0.010113
350, 16.213683,0.143650,0.010705
360, 16.217192,0.140141,0.011313
370, 16.220991,0.136343,0.011987
380, 16.225507,0.131826,0.012440
390, 16.228944,0.128389,0.013400
400, 16.231504,0.125829,0.013793
410, 16.235337,0.121996,0.014718
420, 16.238452,0.118881,0.015062
430, 16.241056,0.116277,0.015956
440, 16.243511,0.113822,0.016989
450, 16.246803,0.110531,0.018179
460, 16.249350,0.107983,0.018921
470, 16.251297,0.106036,0.019120
480, 16.253263,0.104070,0.020192
490, 16.256194,0.101140,0.020656
500, 16.258564,0.098769,0.021750
510, 16.260377,0.096956,0.022660
520, 16.262080,0.095253,0.023502
530, 16.264420,0.092913,0.024438
540, 16.266229,0.091105,0.025031
550, 16.267780,0.089553,0.025986
560, 16.269123,0.088210,0.026934
570, 16.271391,0.085942,0.027891
580, 16.273181,0.084152,0.028766
590, 16.274549,0.082784,0.029806
600, 16.275547,0.081787,0.030916
610, 16.276982,0.080351,0.031801
620, 16.278753,0.078580,0.032895
630, 16.280156,0.077177,0.033925
640, 16.281258,0.076075,0.035426
650, 16.282189,0.075144,0.036108
660, 16.283827,0.073507,0.037950
670, 16.285128,0.072205,0.038928
680, 16.286135,0.071198,0.039453
690, 16.287098,0.070236,0.040754
700, 16.288163,0.069170,0.042153
710, 16.289577,0.067757,0.043612
720, 16.290712,0.066621,0.048721
730, 16.291618,0.065715,0.048219
740, 16.292291,0.065042,0.047369
750, 16.293170,0.064164,0.048627
760, 16.294410,0.062924,0.049763
770, 16.295461,0.061872,0.051128
780, 16.296282,0.061051,0.052400
790, 16.296893,0.060441,0.053597
800, 16.297657,0.059677,0.055083
810, 16.298679,0.058654,0.055790
820, 16.299504,0.057829,0.057230
830, 16.300145,0.057188,0.058821
840, 16.300775,0.056558,0.059883
850, 16.301392,0.055941,0.061942
860, 16.302424,0.054909,0.087827
870, 16.303268,0.054065,0.064599
880, 16.303935,0.053399,0.066226
890, 16.304438,0.052895,0.068421
900, 16.304792,0.052541,0.070099
910, 16.305560,0.051773,0.071419
920, 16.306432,0.050901,0.072661
930, 16.307167,0.050166,0.074065
940, 16.307747,0.049586,0.075687
950, 16.308183,0.049150,0.077141
960, 16.308656,0.048677,0.078412
970, 16.309433,0.047900,0.080287
980, 16.310060,0.047274,0.082137
990, 16.310545,0.046788,0.084605
1000, 16.310956,0.046377,0.085626
1010, 16.311329,0.046004,0.087458
1020, 16.311910,0.045423,0.088860
1030, 16.312625,0.044708,0.090643
1040, 16.313205,0.044128,0.092810
1050, 16.313661,0.043673,0.094655
1060, 16.314000,0.043333,0.096283
1070, 16.314231,0.043102,0.097576
1080, 16.314715,0.042618,0.099163
1090, 16.315314,0.042019,0.100945
1100, 16.315856,0.041478,0.103355
1110, 16.316294,0.041040,0.105248
1120, 16.316634,0.040699,0.109033
1130, 16.316887,0.040447,0.108571
1140, 16.317371,0.039962,0.111058
1150, 16.317923,0.039411,0.112465
1160, 16.318369,0.038964,0.115053
1170, 16.318718,0.038615,0.116994
1180, 16.319010,0.038323,0.118411
1190, 16.319286,0.038048,0.121290
1200, 16.319667,0.037666,0.122856
1210, 16.320210,0.037124,0.125339
1220, 16.320657,0.036676,0.126848
1230, 16.321014,0.036319,0.128869
1240, 16.321291,0.036043,0.131166
1250, 16.321499,0.035834,0.133789
1260, 16.321659,0.035674,0.136027
1270, 16.322131,0.035202,0.138341
1280, 16.322584,0.034750,0.139609
1290, 16.322978,0.034355,0.142886
1300, 16.323293,0.034040,0.145164
1310, 16.323533,0.033800,0.145965
1320, 16.323703,0.033630,0.148742
1330, 16.323999,0.033334,0.154913
1340, 16.324407,0.032926,0.154381
1350, 16.324738,0.032595,0.155317
1360, 16.325001,0.032332,0.158047
1370, 16.325207,0.032126,0.159742
1380, 16.325423,0.031910,0.161775
1390, 16.325599,0.031735,0.164806
1400, 16.325997,0.031336,0.166920
1410, 16.326395,0.030938,0.169685
1420, 16.326725,0.030609,0.172375
1430, 16.326989,0.030344,0.173702
1440, 16.327193,0.030141,0.175661
1450, 16.327338,0.029995,0.179307
1460, 16.327428,0.029905,0.184046
