200, 16.040938,0.316395, 0.000951
210, 16.054920,0.302414, 0.001038
220, 16.065613,0.291720, 0.001138
230, 16.081262,0.276071, 0.001337
240, 16.093627,0.263707, 0.001390
250, 16.103676,0.253657, 0.001465
260, 16.112312,0.245021, 0.001585
270, 16.120957,0.236376, 0.001706
280, 16.132170,0.225164, 0.001835
290, 16.140840,0.216493, 0.001966
300, 16.147502,0.209831, 0.002157
310, 16.152593,0.204740, 0.002246
320, 16.157533,0.199800, 0.002734
330, 16.166090,0.191243, 0.002541
340, 16.173049,0.184285, 0.002735
350, 16.178564,0.178769, 0.002855
360, 16.182857,0.174477, 0.003027
370, 16.186252,0.171081, 0.003279
380, 16.191637,0.165696, 0.003548
390, 16.197031,0.160303, 0.003582
400, 16.201289,0.156044, 0.003831
410, 16.204851,0.152482, 0.003909
420, 16.208143,0.149190, 0.004107
430, 16.210725,0.146608, 0.004416
440, 16.215026,0.142308, 0.004511
450, 16.219331,0.138002, 0.004905
460, 16.222819,0.134514, 0.004952
470, 16.225604,0.131729, 0.005253
480, 16.227791,0.129543, 0.005445
490, 16.229548,0.127785, 0.005648
500, 16.231686,0.125647, 0.005925
510, 16.235513,0.121820, 0.006343
520, 16.238784,0.118549, 0.006384
530, 16.241446,0.115887, 0.006549
540, 16.243581,0.113752, 0.006932
550, 16.245253,0.112080, 0.007128
560, 16.246527,0.110806, 0.007391
570, 16.248488,0.108845, 0.007608
580, 16.251152,0.106181, 0.007924
590, 16.253342,0.103991, 0.008297
600, 16.255119,0.102214, 0.008474
610, 16.256657,0.100676, 0.008766
620, 16.258259,0.099074, 0.009140
630, 16.259527,0.097806, 0.009557
640, 16.260837,0.096496, 0.009631
650, 16.263301,0.094032, 0.009935
660, 16.265356,0.091977, 0.010497
670, 16.267052,0.090281, 0.010490
680, 16.268419,0.088915, 0.010964
690, 16.269490,0.087843, 0.011523
700, 16.270305,0.087028, 0.011581
710, 16.270880,0.086453, 0.011792
720, 16.271955,0.085378, 0.012354
730, 16.273847,0.083486, 0.012640
740, 16.275556,0.081777, 0.012898
750, 16.277013,0.080320, 0.013125
